index,true_category,tfidf_pred,linguistic_pred,bert_pred,tfidf_correct,linguistic_correct,bert_correct,all_three_agree,all_correct,all_wrong,text_length,text_preview,hybrid_type
2416,Feature,Feature,Review,Feature,True,False,True,False,False,False,2957,999 the critical list 9pm channel 4 theatre 6 is the only operating room in royal blackburn hospital that is dedicated to unplanned emergency procedures but who decides which lifeordeath cases that co...,disagree_mixed
2423,Feature,News,News,Feature,False,False,True,False,False,False,4788,when narayan kumar subedi received a call from his daughter in the united states three weeks ago he expected to hear news of his two childrens life abroad perhaps even plans for a longawaited reunion ...,disagree_mixed
2425,Feature,Feature,Review,Feature,True,False,True,False,False,False,2131,podcasts pick of the week whats my age again having spent the past five years oversharing via her podcast telling everybody everything standup katherine ryan is ready to lay other peoples innermost tr...,disagree_mixed
2427,Feature,Review,Feature,Feature,False,True,True,False,False,False,7152,i am not even inside the building but a creeping sense of foreboding has already set in as i try to find the entrance to nikolaj kunsthal a gothicstyle former church in copenhagen i hear the lamenting...,disagree_mixed
2430,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,4998,when mariana speckmaier netted an 89thminute equaliser for melbourne city against melbourne victory back on february 1 the immediate reaction was that it was a notable moment but not a monumental one ...,disagree_mixed
2431,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,10973,on a misty saturday afternoon in shenzhens central park a gaggle of teenage girls are sheltering from the drizzle under a concrete canopy with their bags of crisps piled high in front of them they cro...,disagree_mixed
2432,Feature,News,Feature,Analytical,False,True,False,False,False,False,7226,australias biggest industrial climate polluter chevrons gorgon gas export plant in western australia received the equivalent of millions of dollars in carbon credits from the federal government last y...,disagree_mixed
2436,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,4620,reaching the vantage point is a tricky business first theres a hop across a fence into scratch arse quarry the stone workers used to find it such a cramped space to work in that their backsides would ...,disagree_mixed
2437,Feature,Feature,News,Feature,True,False,True,False,False,False,4940,outside the enclosure eager visitors jostle for a glimpse of the rare asiatic lions sahee and sonika hertfordshire zoos newest residents the beasts yawn imperiously in the sun every twitch of their ta...,disagree_mixed
2442,Feature,Feature,News,Feature,True,False,True,False,False,False,4438,smell it but dont stick your nose straight in it says michael oshaughnessy pulling a small white card sealed twice in ziplock bags out of a metal chest waft it close your eyes does it remind you of an...,disagree_mixed
2452,Feature,Feature,Feature,News,True,True,False,False,False,False,5179,the british think the cuppa is their national treasure but a new interest in tea sets among young people is bringing with it an interest in the international cultural significance of the teatime ritua...,disagree_mixed
2453,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,8393,weve had several rounds of costcutting and it could happen again says a boots worker fears are running high as the nottinghamshirebased chemist prepares to change hands perhaps twice in quick successi...,disagree_mixed
2460,Feature,Editorial,Feature,Feature,False,True,True,False,False,False,7020,few people want to live in an echo chamber many have no problem being friends with those who vote differently to the way they do and many would probably agree with john stuart mill that he who knows o...,disagree_mixed
2463,Feature,Feature,Review,Feature,True,False,True,False,False,False,2273,who has known the ocean asked the pioneering american marine biologist conservationist and writer rachel carson in her groundbreaking essay undersea published in the atlantic in 1937 with our earthbou...,disagree_mixed
2465,Feature,Editorial,Review,Feature,False,False,True,False,False,False,1939,uk parents listen up youre letting your babies down so warn husbandandwife team brian jackson director of the child minding research and development unit and child psychologist sonia jackson writing i...,disagree_mixed
2467,Feature,Review,Editorial,Feature,False,False,True,False,False,False,3384,waitrose no1 castillo perelada cava brut spain nv 1199 waitrose at a time when the world is being pulled apart by aggressively idiotic nationalism examples of multinational cooperation however small c...,disagree_mixed
2470,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,6884,during the spring of 1968 as revolutionary sentiment began to grow in communist czechoslovakia a group of friendly foreigners began arriving in prague on flights from helsinki and east berlin or by ca...,disagree_mixed
2478,Feature,Review,Feature,Feature,False,True,True,False,False,False,9112,doctor who is not the only television programme that could have an episode revolving around a cartoon character being brought to life and escaping the screen while also hitting beats about the loss of...,disagree_mixed
2479,Feature,Feature,News,Feature,True,False,True,False,False,False,6066,amid the sound of children excitedly practising a drama for a forthcoming performance a yam seller calls to passers by with discounts for their wares outside a closed graphic design shop overlooking t...,disagree_mixed
2481,Feature,Feature,Review,Feature,True,False,True,False,False,False,3377,it feels as if time has stopped frozen in the swinging 1960s as you pass through the pristine gate that opens on to this enchanting lakefront building the lake in question is the magical and wild merg...,disagree_mixed
